Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
VoltDB,"Distributed In-Memory NewSQL,RDBMS",Relational DBMS,,"Score,1.40,Rank,#153,Overall,#72,Relational DBMS",www.voltdb.com,docs.voltdb.com,VoltDB Inc.,2010.0,"11.3, April 2022",Open Source,"AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions",no,,"Java, C++","Linux,OS X",yes,yes,,yes,yes,"Java API,JDBC,RESTful HTTP/JSON API","C#,C++,Erlang,Go,Java,JavaScript,PHP,Python",Java,no,Sharding,"Multi-source replication,Source-replica replication",no,,no,ACID,yes,yes,,Users and roles with access to stored procedures
jBASE,A robust multi-value DBMS comprising development tools and middleware,Multivalue DBMS,,"Score,1.39,Rank,#154,Overall,#3,Multivalue DBMS",www.rocketsoftware.com/products/rocket-multivalue-application-development-platform/rocket-jbase,docs.rocketsoftware.com/bundle?labelkey=jbase_5.9,Rocket Software (formerly Zumasys),1991.0,5.7,commercial,,no,,,"AIX,Linux,Windows",schema-free,optional,yes,,Embedded SQL for jBASE in BASIC,"JDBC,ODBC,Proprietary protocol,RESTful HTTP API,SOAP-based API",".Net,Basic,Jabbascript,Java",yes,yes,Sharding,yes,no,,no,ACID,yes,yes,yes,Access rights can be defined down to the item level
Qdrant,A high-performance vector database with neural network or semantic-based matching,Vector DBMS,,"Score,1.38,Rank,#155,Overall,#7,Vector DBMS","github.com/qdrant/qdrant,qdrant.tech",qdrant.tech/documentation,Qdrant,2021.0,,Open Source,Apache Version 2.0,no,,Rust,"Docker,Linux,macOS,Windows",schema-free,"Numbers, Strings, Geo, Boolean",no,yes,no,"gRPC,OpenAPI 3.0,RESTful HTTP/JSON API",".Net,Go,Java,JavaScript (Node.js),Python,Rust",,,Sharding,Collection-level replication,no,"Eventual Consistency, tunable consistency",,,yes,yes,yes,Key-based authentication
Dgraph,"Distributed and scalable native,Graph DBMS",Graph DBMS,,"Score,1.38,Rank,#156,Overall,#15,Graph DBMS",dgraph.io,dgraph.io/docs,"Dgraph Labs, Inc.",2016.0,,Open Source,Apache 2.0,no,,Go,"Linux,OS X,Windows",schema-free,yes,no,yes,no,"GraphQL query language,gRPC (using protocol buffers) API,HTTP API","C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",no,no,yes,Synchronous replication via Raft,no,Immediate Consistency,no,ACID,yes,yes,,no
ObjectStore,,Object oriented DBMS,,"Score,1.36,Rank,#157,Overall,#4,Object oriented DBMS",ignitetech.com/softwarelibrary/objectstore,,Ignite Technologies,1988.0,"2013 Update 1, April 2014",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Db4o,,Object oriented DBMS,,"Score,1.34,Rank,#158,Overall,#5,Object oriented DBMS",sourceforge.net/projects/db4o,,,2001.0,8.0,Open Source,commercial license available for existing customers only,no,,,,,,,,,,,,,,,,,,,,,,
D3,,Multivalue DBMS,,"Score,1.30,Rank,#159,Overall,#4,Multivalue DBMS",www.rocketsoftware.com/products/rocket-multivalue-application-development-platform/rocket-d3,docs.rocketsoftware.com/bundle?labelkey=d3_current,"Rocket, formerly TigerLogic",1999.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Weaviate,An AI-native realtime vector database engine that integrates scalable machine learning models.,Vector DBMS,,"Score,1.29,Rank,#160,Overall,#8,Vector DBMS","github.com/weaviate/weaviate,weaviate.io",weaviate.io/developers/weaviate,Weaviate B.V.,2019.0,"1.19, May 2023",Open Source,commercial license available with Weaviate Enterprise,no,,Go,,"yes, maps to GraphQL interface",yes,no,yes,GraphQL is used as query language,"GraphQL query language,RESTful HTTP/JSON API","JavaScript / TypeScript,Python",no,no,Sharding,yes,no,Eventual Consistency,no,no,yes,yes,yes,"API Keys,OpenID Connect Discovery"
mSQL,"mSQL (Mini SQL) is a simple and lightweight,RDBMS",Relational DBMS,,"Score,1.28,Rank,#161,Overall,#73,Relational DBMS",hughestech.com.au/products/msql,,Hughes Technologies,1994.0,"4.4, October 2021",commercial,free licenses can be provided,no,,C,"AIX,HP-UX,Linux,OS X,Solaris SPARC/x86,Windows",yes,yes,no,yes,A subset of ANSI SQL is implemented,"JDBC,ODBC","C,C++,Delphi,Java,Perl,PHP,Tcl",no,no,none,none,no,none,no,no,no,yes,no,no
IBM Db2 warehouse,Cloud-based data warehousing service,Relational DBMS,,"Score,1.28,Rank,#162,Overall,#74,Relational DBMS",www.ibm.com/products/db2/warehouse,,IBM,2014.0,,commercial,,yes,,,hosted,yes,yes,no,yes,yes,".NET Client API,JDBC,ODBC,OLE DB","Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby","PL/SQL, SQL PL",yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Apache IoTDB,"An IoT native database with high performance for data management and analysis, deployable on the edge and the cloud and integrated with Hadoop, Spark and Flink",Time Series DBMS,,"Score,1.28,Rank,#163,Overall,#14,Time Series DBMS",iotdb.apache.org,iotdb.apache.org/UserGuide/Master/QuickStart/QuickStart.html,Apache Software Foundation,2018.0,"1.1.0, April 2023",Open Source,Apache Version 2.0,no,,Java,All OS with a Java VM (>= 1.8),yes,yes,no,yes,SQL-like query language,"JDBC,Native API","C,C#,C++,Go,Java,Python,Scala",yes,yes,horizontal partitioning (by time range) + vertical partitioning (by deviceId),selectable replication methods; using Raft/IoTConsensus algorithm to ensure strong/eventual data consistency among multiple replicas,Integration with Hadoop and Spark,"Eventual Consistency,Strong Consistency with Raft",no,no,yes,yes,yes,yes
TimesTen,An in-memory SQL relational database that delivers microsecond response and high throughput for OLTP applications. TimesTen can be deployed as a standalone database or as a cache to a backend Oracle database.,Relational DBMS,,"Score,1.27,Rank,#164,Overall,#75,Relational DBMS",www.oracle.com/database/technologies/related/timesten.html,docs.oracle.com/en/database/other-databases/timesten/index.html,Oracle,1998.0,Release 22.1,commercial,,no,,,"IBM AIX Power PC 64-bit,Linux arm64,Linux x86-64,Solaris SPARC 64,Solaris SPARC/x86,Solaris x86-64",yes,yes,no,yes,yes,"ODBC,ODP.NET,Oracle Call Interface (OCI),Pro*C/C++ programming interfaces,SQL and PL/SQL via JDBC","C,C++,Java,Node.js,PL/SQL,Python",PL/SQL,no,none,"Multi-source replication,Source-replica replication",no,Immediate Consistency or Eventual Consistency depending on configuration,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Mnesia,,Document store,,"Score,1.23,Rank,#165,Overall,#27,Document stores",erlang.org/doc/man/mnesia.html,,Ericsson,1999.0,"4.15.4, June 2018",Open Source,proprietary license,no,,Erlang,,,,,,,,,,,,,,,,,,,,
HFSQL,"RDBMS included in the development environments WINDEV, WINDEV Mobile and WEBDEV",Relational DBMS,,"Score,1.20,Rank,#166,Overall,#76,Relational DBMS",windev.com/pcsoft/hfsql.htm,,PC Soft,,,commercial,,no,,,"Android,iOS,Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
VictoriaMetrics,"A fast, cost-effective and scalable,Time Series DBMS,and monitoring solution",Time Series DBMS,,"Score,1.20,Rank,#167,Overall,#15,Time Series DBMS",victoriametrics.com,"docs.victoriametrics.com,github.com/VictoriaMetrics/VictoriaMetrics/wiki",VictoriaMetrics,2018.0,"v1.91, May 2023",Open Source,Apache Version 2.0,no,,Go,"FreeBSD,Linux,macOS,OpenBSD",,,no,,no,"Graphite protocol,InfluxDB Line Protocol,OpenTSDB,Prometheus Query API,Prometheus Remote Read/Write",,no,no,,Synchronous replication,no,Eventual Consistency,no,no,yes,yes,no,
LiteDB,"MongoDB-like, serverless database delivered in a single DLL",Document store,,"Score,1.19,Rank,#168,Overall,#28,Document stores",www.litedb.org,github.com/mbdavid/LiteDB/wiki,Mauricio David,2014.0,,Open Source,MIT License,no,,C#,,,,,,,,,,,,,,,,,,,,
PlanetScale,"Scalable, distributed, serverless,MySQL,database platform built on top of,Vitess",Relational DBMS,"Document store,Spatial DBMS","Score,1.19,Rank,#169,Overall,#77,Relational DBMS",planetscale.com,planetscale.com/docs,PlanetScale,2020.0,,commercial,,yes,,Go,"Docker,Linux,macOS",yes,yes,,yes,yes,"ADO.NET,JDBC,MySQL protocol,ODBC","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,Sharding,"Multi-source replication,Source-replica replication",no,"Eventual Consistency across shards,Immediate Consistency within a shard",yes,ACID at shard level,yes,yes,yes,Users with fine-grained authorization concept
Amazon Timestream,"Fast, scalable, fully managed time series database service for IoT and operational applications",Time Series DBMS,,"Score,1.19,Rank,#170,Overall,#16,Time Series DBMS",aws.amazon.com/timestream,,,2018.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Apache Kylin,"A distributed analytics engine for big data, providing a SQL interface and multi-dimensional analysis (OLAP) and leveraging the Hadoop stack",Relational DBMS,,"Score,1.16,Rank,#171,Overall,#78,Relational DBMS",kylin.apache.org,kylin.apache.org/docs,"Apache Software Foundation, originally contributed from eBay Inc",2015.0,"3.1.0, July 2020",Open Source,Apache Version 2.0,no,,Java,Linux,yes,yes,no,yes,ANSI SQL for queries (using Apache Calcite),"JDBC,ODBC,RESTful HTTP API",,,,,,yes,Immediate Consistency,,,yes,yes,no,
SurrealDB,"A fully ACID transactional, developer-friendly, multi-model,DBMS","Document store,Graph DBMS",,"Score,1.14,Rank,#172,Overall,#29,Document stores,#16,Graph DBMS",surrealdb.com,surrealdb.com/docs,SurrealDB Ltd,2022.0,"v1.5.0, May 2024",Open Source,,no,,Rust,"Linux,macOS,Windows",schema-free,yes,,,SQL-like query language,"GraphQL,RESTful HTTP API,WebSocket","Deno,Go,JavaScript (Node.js),Rust",,,,,no,,,ACID,yes,yes,,"yes, based on authentication and database rules"
Giraph,,Graph DBMS,,"Score,1.14,Rank,#173,Overall,#17,Graph DBMS",giraph.apache.org,,,2013.0,"1.3.0, June 2020",Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Datameer,,Document store,,"Score,1.11,Rank,#174,Overall,#30,Document stores",www.datameer.com,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
ObjectBox,"Lightweight, fast on-device database for IoT, Mobile and Embedded devices, persisting and synchronising objects and vectors","Object oriented DBMS,Vector DBMS",Time Series DBMS,"Score,1.10,Rank,#175,Overall,#6,Object oriented DBMS,#9,Vector DBMS","github.com/objectbox,objectbox.io",docs.objectbox.io,ObjectBox Limited,2017.0,4.0 (May 2024),Bindings are released under Apache 2.0,Apache License 2.0,no,,C and C++,"Android,Any POSIX system,Docker,iOS,Linux,macOS,QNX,Windows",yes,"yes, plus ""flex"" map-like types",no,yes,no,Proprietary native API,"C,C++,Dart (Flutter),Go,Java,Kotlin,Python,Swift",no,no,none,Data sync between devices allowing occasional connected databases to work completely offline,no,Immediate Consistency,yes,ACID,yes,yes,no,yes
EventStoreDB,"Industrial-strength, open-source database solution built from the ground up for event sourcing.",Event Store,,"Score,1.10,Rank,#176,Overall,#1,Event Stores",www.eventstore.com,developers.eventstore.com,Event Store Limited,2012.0,"21.2, February 2021",Open Source,,no,,,"Linux,Windows",,,,,,,,,,,,,,,,,,,
GBase,"Widely used RDBMS in China, including analytical, transactional, distributed transactional, and cloud-native data warehousing.",Relational DBMS,,"Score,1.09,Rank,#177,Overall,#79,Relational DBMS",www.gbase.cn,,"General Data Technology Co., Ltd.",2004.0,"GBase 8a, GBase 8s, GBase 8c",commercial,,no,,"C, Java, Python",Linux,yes,yes,yes,yes,Standard with numerous extensions,"ADO.NET,C API,JDBC,ODBC",C#,user defined functions,yes,"horizontal partitioning (by range, list and hash) and vertical partitioning",yes,,Immediate Consistency,yes,ACID,yes,yes,,yes
SQLBase,,Relational DBMS,,"Score,1.09,Rank,#178,Overall,#80,Relational DBMS",www.opentext.com/products/gupta-sqlbase,,Open Text,1985.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Apache HAWQ,HAWQ is a parallel SQL query engine integrated into the Hadoop ecosystem,Relational DBMS,,"Score,1.07,Rank,#179,Overall,#81,Relational DBMS",hawq.apache.org,hawq.apache.org/docs/userguide/latest,Pivotal Software; Apache,2012.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
openGauss,"An enterprise-class,RDBMS,compatible with high-performance, high-availability and high-performance originally developed by Huawei",Relational DBMS,"Document store,Spatial DBMS","Score,1.04,Rank,#180,Overall,#82,Relational DBMS","gitee.com/opengauss,opengauss.org","docs.opengauss.org/en,gitee.com/opengauss/docs",Huawei and openGauss community,2019.0,"3.0, March 2022",Open Source,,no,,"C, C++, Java",Linux,yes,yes,no,yes,ANSI SQL 2011,"JDBC,ODBC","C,C++,Java",yes,yes,"horizontal partitioning (by range, list and hash)",Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,"Access rights for users, groups and roles according to SQL-standard"
Oracle Rdb,,Relational DBMS,,"Score,1.04,Rank,#181,Overall,#83,Relational DBMS",www.oracle.com/database/technologies/related/rdb.html,www.oracle.com/database/technologies/related/rdb-doc.html,"Oracle, originally developed by Digital Equipment Corporation (DEC)",1984.0,"7.4.1.1, 2021",commercial,,no,,,HP Open VMS,"Flexible Schema (defined schema, partial schema, schema free)",yes,no,yes,yes,,,,,,,no,Immediate Consistency,yes,"yes, on a single node",yes,yes,no,
DataEase,,Relational DBMS,,"Score,1.03,Rank,#182,Overall,#84,Relational DBMS",www.dataease.com,,,1981.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Sedna,,Native XML DBMS,,"Score,1.01,Rank,#183,Overall,#5,Native XML DBMS",sourceforge.net/projects/sedna,,,2006.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
GT.M,,Key-value store,,"Score,1.00,Rank,#184,Overall,#27,Key-value stores",sourceforge.net/projects/fis-gtm,,,1986.0,"7.0-000, February 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
NonStop SQL,,Relational DBMS,,"Score,1.00,Rank,#185,Overall,#85,Relational DBMS",www.hpe.com/us/en/servers/nonstop.html,,"HP, originally by Tandem",1987.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
FoundationDB,Ordered key-value store. Core features are complimented by layers.,"Document store,Key-value store,Relational DBMS",,"Score,1.00,Rank,#186,Overall,#31,Document stores,#28,Key-value stores,#86,Relational DBMS",github.com/apple/foundationdb,apple.github.io/foundationdb,FoundationDB,2013.0,"6.2.28, November 2020",Open Source,Apache 2.0,no,,C++,"Linux,OS X,Windows",schema-free,no,,no,supported in specific SQL layer only,,".Net,C,C++,Go,Java,JavaScript,PHP,Python,Ruby,Swift",in SQL-layer only,no,Sharding,yes,no,Linearizable consistency,in SQL-layer only,ACID,yes,yes,,no
Meilisearch,"A powerful, fast, open-source and highly customizable,Search Engine",Search engine,,"Score,0.99,Rank,#187,Overall,#13,Search engines","github.com/meilisearch/meilisearch,www.meilisearch.com",www.meilisearch.com/docs,,2020.0,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
Amazon Keyspaces,"A scalable, highly available Cassandra–compatible database service",Wide column store,,"Score,0.99,Rank,#188,Overall,#9,Wide column stores",aws.amazon.com/keyspaces,aws.amazon.com/keyspaces/resources,Amazon,2019.0,,commercial,,yes,,,hosted,,,,,,,,,,,,,,,,,,,
Rockset,"A scalable, reliable search and analytics service in the cloud, built on,RocksDB",Document store,"Relational DBMS,Search engine","Score,0.98,Rank,#189,Overall,#32,Document stores",rockset.com,docs.rockset.com,Rockset,2019.0,,commercial,,yes,,C++,hosted,schema-free,dynamic typing,no,all fields are automatically indexed,"Read-only SQL queries, including JOINs",HTTP REST,"Go,Java,JavaScript (Node.js),Python",no,no,Automatic sharding,yes,no,Eventual Consistency,no,no,yes,yes,,Access rights for users and organizations can be defined via Rockset console
M3DB,A distributed time series database created for Uber,Time Series DBMS,,"Score,0.97,Rank,#190,Overall,#17,Time Series DBMS",m3db.io,m3db.io/docs,,,,Open Source,Apache version 2,no,,,,,,,,,,,,,,,,,,,,,,
Alibaba Cloud AnalyticDB for MySQL,A real-time data warehousing service that can process petabytes of data with high concurrency and low latency. It is fully compatible with the MySQL protocol.,Relational DBMS,Document store,"Score,0.96,Rank,#191,Overall,#87,Relational DBMS",www.alibabacloud.com/product/analyticdb-for-mysql,www.alibabacloud.com/help/doc-detail/93776.htm,Alibaba,,,commercial,,yes,,,hosted,yes,yes,yes,yes,yes,"JDBC,ODBC","C#,Java,PHP,Python",yes,yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Cubrid,CUBRID is an open-source SQL-based relational database management system with object extensions for OLTP,Relational DBMS,,"Score,0.95,Rank,#192,Overall,#88,Relational DBMS","cubrid.com,(korean),cubrid.org,(english)",cubrid.org/manuals,"CUBRID Corporation, CUBRID Foundation",2008.0,"11.0, January 2021",Open Source,Apache Version 2.0,no,,"C, C++, Java","Linux,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,OLE DB","C,C#,C++,Go,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby",Java Stored Procedures,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
GigaSpaces,"High performance in-memory data grid platform, powering three products: Smart Cache, Smart ODS (Operational Data Store), Smart Augmented Transactions","Document store,Object oriented DBMS","Graph DBMS,Search engine","Score,0.94,Rank,#193,Overall,#33,Document stores,#7,Object oriented DBMS",www.gigaspaces.com,docs.gigaspaces.com/latest/landing.html,Gigaspaces Technologies,2000.0,"15.5, September 2020",Open Source,Apache Version 2; Commercial licenses available,no,,"Java, C++, .Net","Linux,macOS,Solaris,Windows",schema-free,yes,no,yes,SQL-99 for query and DML statements,"GigaSpaces LRMI,Hibernate,JCache,JDBC,JPA,ODBC,RESTful HTTP API,Spring Data",".Net,C++,Java,Python,Scala",yes,"yes, event driven architecture",Sharding,"Multi-source replication,Source-replica replication",yes,Immediate Consistency,no,ACID,yes,yes,yes,Role-based access control
IDMS,,Navigational DBMS,,"Score,0.93,Rank,#194,Overall,#2,Navigational DBMS",www.broadcom.com/products/mainframe/databases-database-mgmt/idms,,Broadcom (formerly CA Technologies),1973.0,18.5,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Infobright,High performant column-oriented DBMS for analytic workloads using MySQL or PostgreSQL as a frontend,Relational DBMS,,"Score,0.91,Rank,#195,Overall,#89,Relational DBMS",ignitetech.com/softwarelibrary/infobrightdb,,Ignite Technologies Inc.; formerly InfoBright Inc.,2005.0,,commercial,The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016,no,,C,"Linux,Windows",yes,yes,no,no,yes,"ADO.NET,JDBC,ODBC",".Net,C,C#,C++,D,Eiffel,Erlang,Haskell,Java,Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",no,no,none,Source-replica replication,no,Immediate Consistency,no,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
TDSQL for MySQL,"A high-performance distributed database management system with features such as automatic sharding, intelligent operation and maintenance, elastic scalability without downtime, and enterprise-grade security. It is highly compatible with MySQL.",Relational DBMS,"Document store,Spatial DBMS","Score,0.91,Rank,#196,Overall,#90,Relational DBMS",www.tencentcloud.com/products/dcdb,www.tencentcloud.com/document/product/1042,Tencent,2013.0,,commercial,,yes,,,hosted,yes,yes,no,yes,yes,"JDBC,ODBC","C,C#,C++,Java,PHP,Python,Ruby",yes,yes,Automatic sharding,"Multi-source replication,Source-replica replication",no,Immediate Consistency,no,ACID,yes,yes,no,Users with fine-grained authorization concept
Dolt,"A,MySQL,compatible,DBMS,with Git-like versioning of data and schema",Relational DBMS,Document store,"Score,0.90,Rank,#197,Overall,#91,Relational DBMS","github.com/dolthub/dolt,www.dolthub.com",docs.dolthub.com,DoltHub Inc,2018.0,,Open Source,Apache Version 2.0,no,,Go,"Linux,macOS,Windows",yes,yes,no,yes,yes,"CLI Client,HTTP REST","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,none,A database can be cloned to multiple locations and be used there in isolation. Data/schema changes can be pushed/pulled explicitly between locations.,no,,yes,ACID,yes,yes,,"Only one user is configurable, and must be specified in the config file at startup"
StarRocks,"An open source, high-performance columnar analytical database that enables real-time, multi-dimensional, and highly concurrent data analytics",Relational DBMS,,"Score,0.90,Rank,#198,Overall,#92,Relational DBMS",www.starrocks.io,docs.starrocks.io/en-us/latest/introduction/StarRocks_intro,The Linux Foundation,2020.0,"3.3, June 2024",Open Source,Apache Version 2.0,no,,"C++, Java",Linux,yes,yes,no,yes,yes,"JDBC,MySQL protocol",Java,user defined functions,no,horizontal partitioning (by range and hash),,no,Immediate Consistency,no,no,yes,yes,no,Role based access control and fine grained access rights
NCache,"Open-Source and Enterprise in-memory,Key-Value Store",Key-value store,"Document store,Search engine","Score,0.89,Rank,#199,Overall,#29,Key-value stores",www.alachisoft.com/ncache,www.alachisoft.com/resources/docs,Alachisoft,2005.0,"5.3.3, April 2024",Open Source,Enterprise Edition available,no,,"C#, .NET, .NET Core, Java","Linux,Windows",schema-free,partial,no,yes,SQL-like query syntax and LINQ for searching the cache. Cache Synchronization with SQL Server using SQL dependency.,"IDistributedCache,JCache,LINQ,Proprietary native API",".Net,.Net Core,C#,Java,JavaScript (Node.js),Python,Scala",no,yes,yes,"yes, with selectable consistency level",yes,"Eventual Consistency,Immediate Consistency,Strong Eventual Consistency over WAN with Conflict Resolution using Bridge Topology",no,optimistic locking and pessimistic locking,yes,yes,yes,"Authentication to access the cache via Active Directory/LDAP (possible roles: user, administrator)"
NuoDB,NuoDB is a webscale distributed database that supports SQL and ACID transactions,Relational DBMS,,"Score,0.89,Rank,#200,Overall,#93,Relational DBMS",www.3ds.com/nuodb-distributed-sql-database,doc.nuodb.com,Dassault Systèmes,2013.0,,commercial,limited edition free,no,,C++,"hosted,Linux,OS X,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC",".Net,C,C++,Go,Java,JavaScript,JavaScript (Node.js),PHP,Python,Ruby","Java, SQL",yes,data is dynamically stored/cached on the nodes where it is read/written,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,"Standard SQL roles/ privileges, Administrative Users"
Altibase,"An enterprise grade, high-performance,RDBMS",Relational DBMS,,"Score,0.89,Rank,#201,Overall,#94,Relational DBMS",altibase.com,github.com/ALTIBASE/Documents/tree/master/Manuals,Altibase,1999.0,"v7.3, 2023, August 2023",commercial,Open source edition discontinued with March 2023,no,,C++,"AIX,HP-UX,Linux",yes,yes,no,yes,ANSI SQL-92,"JDBC,ODBC,Proprietary protocol","C,C++,Java",stored procedures and stored functions,yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Vitess,"Scalable, distributed, cloud-native DBMS, extending,MySQL",Relational DBMS,"Document store,Spatial DBMS","Score,0.88,Rank,#202,Overall,#95,Relational DBMS",vitess.io,vitess.io/docs,"The Linux Foundation, PlanetScale",2013.0,"15.0.2, December 2022",Open Source,"Apache Version 2.0, commercial licenses available",no,,Go,"Docker,Linux,macOS",yes,yes,,yes,yes,"ADO.NET,JDBC,MySQL protocol,ODBC","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,Sharding,"Multi-source replication,Source-replica replication",no,"Eventual Consistency across shards,Immediate Consistency within a shard",yes,ACID at shard level,yes,yes,yes,Users with fine-grained authorization concept
AllegroGraph,"High performance, persistent RDF store with additional support for Graph DBMS","Document store,Graph DBMS,RDF store,Vector DBMS",Spatial DBMS,"Score,0.87,Rank,#203,Overall,#34,Document stores,#18,Graph DBMS,#7,RDF stores,#10,Vector DBMS",allegrograph.com,franz.com/agraph/support/documentation/current/agraph-introduction.html,Franz Inc.,2004.0,"8.0, December 2023",commercial,Limited community edition free,no,,,"Linux,OS X,Windows",yes,yes,no,yes,SPARQL is used as query language,"RESTful HTTP API,SPARQL","C#,Clojure,Java,Lisp,Perl,Python,Ruby,Scala",yes,yes,with Federation,"Multi-source replication,Source-replica replication",no,Immediate Consistency or Eventual Consistency depending on configuration,no,ACID,yes,yes,no,"Users with fine-grained authorization concept, user roles and pluggable authentication"
MatrixOne,"A Hyperconverged Cloud & Edge Native DBMS, supporting transactional, analytical, and streaming workloads with a simplified and distributed database engine, across multiple data centers, clouds, edges and other heterogenous infrastructures.",Relational DBMS,,"Score,0.86,Rank,#204,Overall,#96,Relational DBMS",www.matrixorigin.io,docs.matrixorigin.io,,2021.0,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
HPE Ezmeral Data Fabric,"A unified data platform to ingest, store, manage, process, apply, and analyze all data types from any data source, and a variety of different ingestion mechanisms at an exabyte scale","Document store,Wide column store",,"Score,0.86,Rank,#205,Overall,#35,Document stores,#10,Wide column stores",www.hpe.com/us/en/software/data-fabric.html,docs.datafabric.hpe.com/home,"HPE, MapR Technologies, Inc",2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Yellowbrick,Data Warehouse appliance and cloud service,Relational DBMS,,"Score,0.86,Rank,#206,Overall,#97,Relational DBMS",yellowbrick.com,yellowbrick.com/resources,Yellowbrick Data,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Alibaba Cloud PolarDB,"A cloud-native relational database compatible with MySQL, PostgreSQL, and Oracle. Designed for business critical applications.",Relational DBMS,,"Score,0.84,Rank,#207,Overall,#98,Relational DBMS",www.alibabacloud.com/product/polardb,www.alibabacloud.com/help/en/polardb/product-overview,Alibaba,,,commercial,,yes,,,hosted,yes,yes,yes,yes,yes,"JDBC,ODBC","Java,Python",yes,yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
GeoMesa,GeoMesa is a distributed spatio-temporal DBMS based on various systems as storage layer.,Spatial DBMS,,"Score,0.82,Rank,#208,Overall,#4,Spatial DBMS",www.geomesa.org,www.geomesa.org/documentation/stable/user/index.html,CCRi and others,2014.0,"5.0.1, July 2024",Open Source,Apache License 2.0,no,,Scala,,yes,yes,no,yes,no,,,no,no,depending on storage layer,depending on storage layer,yes,depending on storage layer,no,no,yes,yes,depending on storage layer,yes
Alibaba Cloud MaxCompute,"MaxCompute (previously known as ODPS) is a general purpose, fully managed, multi-tenancy data processing platform for large-scale data warehousing",Relational DBMS,,"Score,0.81,Rank,#209,Overall,#99,Relational DBMS",www.alibabacloud.com/product/maxcompute,www.alibabacloud.com/help/en/maxcompute,Alibaba,2016.0,,commercial,,yes,,,hosted,yes,yes,no,no,SQL-like query language,"Fluentd,Flume,MaxCompute Console",Java,user defined functions,no,Sharding,yes,yes,Immediate Consistency,no,no,yes,yes,no,Access rights for users and roles
ZODB,Native object database for Python,Key-value store,,"Score,0.81,Rank,#210,Overall,#30,Key-value stores",zodb.org,,,2009.0,"5.8.1, July 2023",Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
