Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
OrientDB,"Multi-model DBMS (Document, Graph, Key/Value)","Document store,Graph DBMS,Key-value store",,"Score,4.54,Rank,#85,Overall,#15,Document stores,#5,Graph DBMS,#13,Key-value stores",orientdb.org,,OrientDB LTD; CallidusCloud; SAP,2010.0,,Open Source,Apache version 2,no,,,All OS with a Java JDK (>= JDK 6),schema-free,yes,no,yes,"SQL-like query language, no joins","Tinkerpop technology stack with Blueprints, Gremlin, Pipes,Java API,RESTful HTTP/JSON API",".Net,C,C#,C++,Clojure,Java,JavaScript,JavaScript (Node.js),PHP,Python,Ruby,Scala","Java, Javascript",Hooks,Sharding,Multi-source replication,no,,yes,ACID,yes,yes,,Access rights for users and roles; record level security configurable
"UniData,UniVerse",MultiValue database and application server with SQL mapping layer and meta database capabilities,Multivalue DBMS,,"Score,4.54,Rank,#86,Overall,#2,Multivalue DBMS",www.rocketsoftware.com/products/rocket-u2,,Rocket Software,1985.0,,commercial,,no,,,"AIX,HP-UX,Linux,Solaris,Windows",schema-free,optional,,yes,yes,"Java API,JDBC,ODBC,OLE DB,Proprietary protocol,RESTful HTTP API,SOAP-based API",".Net,Basic,C,Java",yes,yes,none,Source-replica replication,no,,no,ACID,yes,yes,,Access rights according to SQL-standard and operating system based
GemFire,"Ultra-high speed, in-memory data and compute grid",Key-value store,,"Score,4.52,Rank,#87,Overall,#14,Key-value stores",tanzu.vmware.com/gemfire,,"Pivotal, VMware",,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
TimescaleDB,"A,time series DBMS,optimized for fast ingest and complex queries, based on,PostgreSQL",Time Series DBMS,,"Score,4.51,Rank,#88,Overall,#5,Time Series DBMS",www.timescale.com,,Timescale,2017.0,,Open Source,Apache 2.0,no,,,"Linux,OS X,Windows",yes,"numerics, strings, booleans, arrays, JSON blobs, geospatial dimensions, currencies, binary data, other complex data types",yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,JavaScript,Perl,PHP,Python,R,Ruby,Scheme,Tcl","user defined functions, PL/pgSQL, PL/Tcl, PL/Perl, PL/Python, PL/Java, PL/PHP, PL/R, PL/Ruby, PL/Scheme, PL/Unix shell",yes,"yes, across time and space (hash partitioning) attributes",Source-replica replication with hot standby and reads on replicas,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
SAP IQ,Columnar RDBMS optimized for Big Data analytics,Relational DBMS,,"Score,4.51,Rank,#89,Overall,#44,Relational DBMS",www.sap.com/products/sybase-iq-big-data-management.html,,"SAP, formerly Sybase",1994.0,,commercial,,no,,,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,RESTful HTTP API","C,C#,C++,Java,Perl,PHP,Python,Ruby",yes,yes,shared disk or shared nothing architectures with SAP IQ Multiplexer,SAP/Sybase Replication Server,Hadoop integration,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
OpenEdge,Application development environment with integrated database management system,Relational DBMS,,"Score,4.49,Rank,#90,Overall,#45,Relational DBMS",www.progress.com/openedge,,Progress Software Corporation,1984.0,,commercial,,no,,,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,yes,yes,yes,"JDBC,ODBC",Progress proprietary ABL (Advanced Business Language),yes,yes,horizontal partitioning,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,Users and groups
RocksDB,Embeddable persistent key-value store optimized for fast storage (flash and RAM),Key-value store,,"Score,4.47,Rank,#91,Overall,#15,Key-value stores",rocksdb.org,,"Facebook, Inc.",2013.0,,Open Source,BSD,no,,,Linux,schema-free,no,no,no,no,"C++ API,Java API","C,C++,Go,Java,Perl,Python,Ruby",no,no,none,none,no,,no,yes,yes,yes,yes,no
Google Cloud Spanner,"A horizontally scalable, globally consistent, relational database service. It is the externalization of the core Google database that runs the biggest aspects of Google, like Ads and Google Play.",Relational DBMS,,"Score,4.38,Rank,#92,Overall,#46,Relational DBMS",cloud.google.com/spanner,,Google,2017.0,,commercial,,yes,,,hosted,yes,yes,no,yes,yes,"gRPC (using protocol buffers) API,JDBC,RESTful HTTP API","Go,Java,JavaScript (Node.js),Python",no,no,Sharding,Multi-source replication with 3 replicas for regional instances.,yes,Immediate Consistency,yes,ACID,yes,yes,no,"Access rights for users, groups and roles based on,Google Cloud Identity and Access Management (IAM)"
YugabyteDB,"High-performance distributed SQL database for global, internet-scale applications. Wire and feature compatible with,PostgreSQL,.",Relational DBMS,,"Score,4.38,Rank,#93,Overall,#47,Relational DBMS",www.yugabyte.com,,Yugabyte Inc.,2017.0,,Open Source,Apache 2.0,no,"YugabyteDB Managed,is the fully managed database-as-a-service offering of YugabyteDB. Get started quickly, and effortlessly ensure continuous availability and limitless scale of your cloud native applications.",,"Linux,OS X",depending on used data model,yes,no,yes,"yes, PostgreSQL compatible","JDBC,YCQL, an SQL-based flexible-schema API with its roots in Cassandra Query Language,YSQL - a fully relational SQL API that is wire compatible with the SQL language in PostgreSQL","C,C#,C++,Go,Java,JavaScript (Node.js),Python,Ruby",yes,yes,"Hash and Range Sharding, row-level geo-partitioning","Based on Raft distributed consensus protocol, minimum 3 replicas for continuous availability",no,Strong consistency on writes and tunable consistency on reads,yes,Distributed ACID with Serializable & Snapshot Isolation. Inspired by Google Spanner architecture.,yes,yes,no,yes
IBM Cloudant,"Database as a Service offering based on,Apache CouchDB",Document store,,"Score,4.35,Rank,#94,Overall,#16,Document stores",www.ibm.com/cloud/cloudant,,"IBM, Apache Software Foundation",2010.0,,commercial,,yes,,,hosted,schema-free,no,no,yes,no,RESTful HTTP/JSON API,"C#,Java,JavaScript,Objective-C,PHP,Ruby",View functions (Map-Reduce) in JavaScript,yes,Sharding,"Multi-source replication,Source-replica replication",yes,Eventual Consistency,no,no,yes,yes,no,Access rights for users can be defined per database
RavenDB,Open Source Operational and Transactional Enterprise NoSQL Document Database,Document store,,"Score,4.21,Rank,#95,Overall,#17,Document stores",ravendb.net,,Hibernating Rhinos,2010.0,,Open Source,"AGPL version 3, commercial license available",no,,,"Linux,macOS,Raspberry Pi,Windows",schema-free,no,,yes,SQL-like query language (RQL),".NET Client API,F# Client API,Go Client API,Java Client API,NodeJS Client API,PHP Client API,Python Client API,RESTful HTTP API",".Net,C#,F#,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",yes,yes,Sharding,Multi-source replication,yes,Default ACID transactions on the local node (eventually consistent across the cluster). Atomic operations with cluster-wide ACID transactions. Eventual consistency for indexes and full-text search indexes.,no,"ACID, Cluster-wide transaction available",yes,yes,,Authorization levels configured per client per database
RethinkDB,DBMS for the Web with a mechanism to push updated query results to applications in realtime.,Document store,,"Score,3.85,Rank,#96,Overall,#18,Document stores",rethinkdb.com,,The Linux Foundation,2009.0,,Open Source,Apache Version 2,no,,,"Linux,OS X,Windows",schema-free,yes,no,yes,no,,"C,C#,C++,Clojure,Dart,Erlang,Go,Haskell,Java,JavaScript (Node.js),Lisp,Lua,Objective-C,Perl,PHP,Python,Ruby,Scala",,Client-side triggers through changefeeds,Sharding,Source-replica replication,yes,Immediate Consistency,no,Atomic single-document operations,yes,yes,no,yes
Infinispan,,Key-value store,,"Score,3.76,Rank,#97,Overall,#16,Key-value stores",infinispan.org,,,2009.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Oracle NoSQL,"A multi-model, scalable, distributed NoSQL database, designed to provide highly reliable, flexible, and available data management across a configurable set of storage nodes","Document store,Key-value store,Relational DBMS",,"Score,3.70,Rank,#98,Overall,#19,Document stores,#17,Key-value stores,#48,Relational DBMS",www.oracle.com/database/technologies/related/nosql.html,,Oracle,2011.0,,Open Source,"Proprietary for Enterprise Edition (Oracle Database EE license has Oracle NoSQL database EE covered:,details,)",no,,,"Linux,Solaris SPARC/x86",Support Fixed schema and Schema-less deployment with the ability to interoperate between them.,optional,no,yes,SQL-like DML and DDL statements,RESTful HTTP API,"C,C#,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,Electable source-replica replication per shard. Support distributed global deployment with Multi-region table feature,with Hadoop integration,"Eventual Consistency,Immediate Consistency",no,configurable,yes,yes,yes,Access rights for users and roles
LevelDB,"Embeddable fast,key-value storage,library that provides an ordered mapping from string keys to string values",Key-value store,,"Score,3.55,Rank,#99,Overall,#18,Key-value stores",github.com/google/leveldb,,Google,2011.0,,Open Source,BSD,no,,,"Illumos,Linux,OS X,Windows",schema-free,no,no,no,no,,"C++,Go,Java,JavaScript (Node.js),Python",no,no,none,none,no,Immediate Consistency,no,no,yes,yes,,no
PouchDB,"JavaScript DBMS with an API inspired by,CouchDB",Document store,,"Score,3.52,Rank,#100,Overall,#20,Document stores",pouchdb.com,,Apache Software Foundation,2012.0,,Open Source,,no,,,"server-less, requires a JavaScript environment (browser, Node.js)",schema-free,no,no,yes,no,"HTTP REST,JavaScript API",JavaScript,View functions in JavaScript,yes,Sharding,"Multi-source replication,Source-replica replication",yes,Eventual Consistency,no,no,,yes,yes,no
MaxDB,"A robust and reliable,RDBMS,optimized to run all major SAP solutions",Relational DBMS,,"Score,3.49,Rank,#101,Overall,#49,Relational DBMS",maxdb.sap.com,maxdb.sap.com/documentation,"SAP, acquired from Software AG (Adabas-D) in 1997",1984.0,"7.9.10 (January 2020), 2020",commercial,Limited community edition free,no,,C++,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,WebDAV",".Net,C#,Java,Perl,PHP,Python",yes,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Oracle Berkeley DB,Widely used in-process key-value store,"Key-value store,Native XML DBMS",,"Score,3.24,Rank,#102,Overall,#19,Key-value stores,#3,Native XML DBMS",www.oracle.com/technetwork/database/database-technologies/berkeleydb/overview/index.html,docs.oracle.com/cd/E17076_05/html/index.html,Oracle,1994.0,"18.1.40, May 2020",Open Source,commercial license available,no,,"C, Java, C++ (depending on the Berkeley DB edition)","AIX,Android,FreeBSD,iOS,Linux,OS X,Solaris,VxWorks,Windows",schema-free,no,yes,yes,yes,,".Net,others,C,C#,C++,Java,JavaScript (Node.js),Perl,Python,Tcl",no,yes,none,Source-replica replication,no,,no,ACID,,yes,yes,no
Apache Drill,"Schema-free SQL Query Engine for Hadoop, NoSQL and Cloud Storage","Document store,Relational DBMS",,"Score,3.19,Rank,#103,Overall,#21,Document stores,#50,Relational DBMS",drill.apache.org,drill.apache.org/docs,Apache Software Foundation,2012.0,"1.20.3, January 2023",Open Source,Apache Version 2,no,,,"Linux,OS X,Windows",schema-free,yes,no,no,SQL SELECT statement is SQL:2003 compliant,"JDBC,ODBC,RESTful HTTP API",C++,user defined functions,no,Sharding,,yes,none,no,no,yes,Depending on the underlying data source,Depending on the underlying data source,Depending on the underlying data source
Percona Server for MySQL,"Enhanced drop-in replacement for,MySQL,based on XtraDB or TokuDB storage engines with improved performance and additional diagnostic and management features.",Relational DBMS,,"Score,3.17,Rank,#104,Overall,#51,Relational DBMS",www.percona.com/software/mysql-database/percona-server,www.percona.com/downloads/Percona-Server-LATEST,Percona,2008.0,"8.0.28-20, 2022",Open Source,GPL version 2,no,,C and C++,Linux,yes,yes,yes,yes,yes,"ADO.NET,JDBC,ODBC","Ada,C,C#,C++,D,Eiffel,Erlang,Haskell,Java,Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,,"Multi-source replication,Source-replica replication,XtraDB Cluster",no,Immediate Consistency,yes,ACID,yes,yes,yes,Users with fine-grained authorization concept
Citus,Scalable hybrid operational and analytics RDBMS for big data use cases based on PostgreSQL,Relational DBMS,,"Score,3.12,Rank,#105,Overall,#52,Relational DBMS",www.citusdata.com,docs.citusdata.com,,2010.0,"8.1, December 2018",Open Source,"AGPL, commercial license also available",no,,C,Linux,yes,yes,yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,JavaScript (Node.js),Perl,PHP,Python,Tcl",user defined functions,yes,Sharding,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
CloudKit,,Document store,,"Score,3.07,Rank,#106,Overall,#22,Document stores",developer.apple.com/icloud/cloudkit,,,2016.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
EDB Postgres,"The EDB Postgres Platform is an enterprise-class data management platform based on the open source database,PostgreSQL,with flexible deployment options and,Oracle,compatibility features, complemented by tool kits for management, integration, and migration.",Relational DBMS,,"Score,3.03,Rank,#107,Overall,#53,Relational DBMS",www.enterprisedb.com,www.enterprisedb.com/edb-docs,EnterpriseDB,2005.0,"14, December 2021",commercial,BSD for PostgreSQL-components,no,,C,"Linux,Windows",yes,yes,yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,Perl,PHP,Python,Tcl",user defined functions,yes,horizontal partitioning,Multi-source replication,no,Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,no,fine grained access rights according to SQL-standard
TiDB,"TiDB is an open source distributed Hybrid Transactional/Analytical Processing (HTAP) database that supports,MySQL,and,Spark SQL,syntaxes.",Relational DBMS,,"Score,3.01,Rank,#108,Overall,#54,Relational DBMS",pingcap.com,docs.pingcap.com/tidb/stable,"PingCAP, Inc.",2016.0,"6.6.0, February 2023",Open Source,Apache 2.0,no,"TiDB Cloud,: Fully-managed TiDB Service. Bring everything great about TiDB to the cloud.","Go, Rust",Linux,yes,yes,no,yes,yes,"JDBC,ODBC,Proprietary protocol","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",no,no,horizontal partitioning (by key range),Using Raft consensus algorithm to ensure data replication with strong consistency among multiple replicas.,yes,Immediate Consistency,no,ACID,yes,yes,no,Users with fine-grained authorization concept. No user groups or roles.
InterSystems Caché,A multi-model DBMS and application server,"Key-value store,Object oriented DBMS,Relational DBMS",,"Score,3.01,Rank,#109,Overall,#20,Key-value stores,#1,Object oriented DBMS,#55,Relational DBMS",www.intersystems.com/products/cache,docs.intersystems.com,InterSystems,1997.0,"2018.1.4, May 2020",commercial,,no,,,"AIX,HP Open VMS,HP-UX,Linux,OS X,Solaris,Windows",depending on used data model,yes,yes,yes,yes,".NET Client API,JDBC,ODBC,RESTful HTTP API","C#,C++,Java",yes,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,"Access rights for users, groups and roles"
RRDtool,Industry standard data logging and graphing tool for time series data. RRD is an acronym for round-robin database.,Time Series DBMS,,"Score,3.00,Rank,#110,Overall,#6,Time Series DBMS",oss.oetiker.ch/rrdtool,oss.oetiker.ch/rrdtool/doc,Tobias Oetiker,1999.0,"1.8.0, 2022",Open Source,GPL V2 and FLOSS,no,,C,"HP-UX,Linux",yes,Numeric data only,no,no,no,"in-process shared library,Pipes","C,C#,Java,JavaScript (Node.js),Lua,Perl,PHP,Python,Ruby",no,no,none,none,no,none,no,no,yes,yes,yes,no
SAP Advantage Database Server,"Low-cost,RDBMS,with access to ISAM and FoxPro data structures",Relational DBMS,,"Score,2.98,Rank,#111,Overall,#56,Relational DBMS",www.sap.com/products/advantage-database-server.html,,"Sybase, SAP",1993.0,,commercial,,no,,,"Linux,Windows",yes,yes,no,yes,yes,".NET Client API,ADO.NET,JDBC,ODBC,OLE DB","Delphi,Perl,PHP",yes,yes,none,"Multi-source replication,Source-replica replication",no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Apache Phoenix,"A scale-out RDBMS with evolutionary schema built on,Apache HBase",Relational DBMS,,"Score,2.97,Rank,#112,Overall,#57,Relational DBMS",phoenix.apache.org,phoenix.apache.org,Apache Software Foundation,2014.0,"5.0-HBase2, July 2018 and 4.15-HBase1, December 2019",Open Source,Apache Version 2.0,no,,Java,"Linux,Unix,Windows",yes,yes,no,yes,yes,JDBC,"C,C#,C++,Go,Groovy,Java,PHP,Python,Scala",user defined functions,no,Sharding,"Multi-source replication,Source-replica replication",Hadoop integration,Immediate Consistency or Eventual Consistency,no,ACID,yes,yes,yes,"Access Control Lists (using HBase ACL) for RBAC, integration with Apache Ranger for RBAC & ABAC, multi-tenancy"
LMDB,"A high performant, light-weight, embedded key-value database library",Key-value store,,"Score,2.86,Rank,#113,Overall,#21,Key-value stores",www.symas.com/symas-embedded-database-lmdb,,Symas,2011.0,"0.9.29, March 2021",Open Source,,no,,C,,schema-free,,no,no,no,,C,no,no,none,none,no,Immediate Consistency,no,ACID,yes,yes,yes,no
DolphinDB,"DolphinDB is a high performance,Time Series DBMS,. It is integrated with an easy-to-use fully featured programming language and a high-volume high-velocity streaming analytics system. It offers operational simplicity, scalability, fault tolerance, and concurrency.",Time Series DBMS,,"Score,2.85,Rank,#114,Overall,#7,Time Series DBMS",www.dolphindb.com,www.dolphindb.com/help,"DolphinDB, Inc",2018.0,"v2.00.4, January 2022",commercial,free community version available,no,,C++,"Linux,Windows",yes,yes,no,yes,SQL-like query language,"JDBC,JSON over HTTP,Kafka,MQTT (Message Queue Telemetry Transport),ODBC,OPC DA,OPC UA,RabbitMQ,WebSocket","C#,C++,Go,Java,JavaScript,MatLab,Python,R,Rust",yes,no,horizontal partitioning,yes,yes,Immediate Consistency,no,yes,yes,yes,yes,"Administrators, Users, Groups"
Oracle Coherence,Oracles in-memory data grid solution,Key-value store,,"Score,2.83,Rank,#115,Overall,#22,Key-value stores",www.oracle.com/middleware/technologies/coherence.html,docs.oracle.com/en/middleware/standalone/coherence,Oracle,2007.0,"12c, September 2016",commercial,,no,,Java,All OS with a Java VM,schema-free,yes,no,no,no,"JCache,JPA,RESTful HTTP API",".Net,C++,Java",no,yes,Sharding,"yes, with selectable consistency level",no,"Eventual Consistency,Immediate Consistency",no,configurable,yes,yes,yes,authentification to access the cache via certificates or http basic authentication
InterSystems IRIS,"A containerised multi-model DBMS, interoperability and analytics data platform with wide capabilities for vertical and horizontal scalability","Document store,Key-value store,Object oriented DBMS,Relational DBMS",,"Score,2.82,Rank,#116,Overall,#23,Document stores,#23,Key-value stores,#2,Object oriented DBMS,#58,Relational DBMS",www.intersystems.com/products/intersystems-iris,docs.intersystems.com/irislatest/csp/docbook/DocBook.UI.Page.cls,InterSystems,2018.0,"2021.1, June 2021",commercial,,no,,,"AIX,Linux,macOS,Windows",depending on used data model,yes,yes,yes,yes,"JDBC,ODBC,RESTful HTTP API",".Net,C++,Java,JavaScript (Node.js),Python",yes,yes,Sharding,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,yes
JanusGraph,A Graph DBMS optimized for distributed clusters,Graph DBMS,,"Score,2.79,Rank,#117,Overall,#6,Graph DBMS",janusgraph.org,docs.janusgraph.org,"Linux Foundation; originally developed as,Titan,by Aurelius",2017.0,"0.6.1, January 2022",Open Source,Apache 2.0,no,,Java,"Linux,OS X,Unix,Windows",yes,yes,no,yes,no,"Java API,TinkerPop Blueprints,TinkerPop Frames,TinkerPop Gremlin,TinkerPop Rexster","Clojure,Java,Python",yes,yes,yes,yes,yes,"Eventual Consistency,Immediate Consistency",yes,ACID,yes,yes,,User authentification and security via Rexster Graph Server
Amazon SimpleDB,"Hosted simple database service by Amazon, with the data stored in the Amazon Cloud.",Key-value store,,"Score,2.74,Rank,#118,Overall,#24,Key-value stores",aws.amazon.com/simpledb,docs.aws.amazon.com/simpledb,Amazon,2007.0,,commercial,,yes,,,hosted,schema-free,no,,yes,no,RESTful HTTP API,".Net,C,C++,Erlang,Java,PHP,Python,Ruby,Scala",no,no,none,yes,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,,Access rights for users and roles can be defined via the AWS Identity and Access Management (IAM)
4D,Application development environment with integrated database management system,Relational DBMS,,"Score,2.74,Rank,#119,Overall,#59,Relational DBMS",www.4d.com,livedoc.4d.com,"4D, Inc",1984.0,"v18 R5, January 2021",commercial,,no,,,"OS X,Windows",yes,yes,yes,yes,yes,"ODBC,RESTful HTTP API,SOAP webservices","4D proprietary IDE,PHP",yes,yes,none,Multi-source replication,no,Immediate Consistency,yes,ACID,yes,yes,no,Users and groups
IMS,,Navigational DBMS,,"Score,2.74,Rank,#120,Overall,#1,Navigational DBMS",www.ibm.com/software/data/ims,www.ibm.com/support/knowledgecenter/SSEPH2,IBM,1966.0,"15, October 2017",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Amazon Neptune,"Fast, reliable graph database built for the cloud","Graph DBMS,RDF store",,"Score,2.73,Rank,#121,Overall,#7,Graph DBMS,#4,RDF stores",aws.amazon.com/neptune,aws.amazon.com/neptune/developer-resources,Amazon,2017.0,,commercial,,yes,,,hosted,schema-free,yes,no,no,no,"RDF 1.1 / SPARQL 1.1,TinkerPop Gremlin 3.3","C#,Go,Java,JavaScript,PHP,Python,Ruby,Scala",no,no,none,"Multi-availability zones high availability, asynchronous replication for up to 15 read replicas",no,Immediate Consistency,yes,ACID,yes,yes,,Access rights for users and roles can be defined via the AWS Identity and Access Management (IAM)
EXASOL,"High-performance, in-memory, MPP database specifically designed for in-memory analytics.",Relational DBMS,,"Score,2.73,Rank,#122,Overall,#60,Relational DBMS",www.exasol.com,www.exasol.com/resources,Exasol,2000.0,,commercial,,no,,,,yes,yes,no,yes,yes,".Net,JDBC,ODBC,WebSocket","Java,Lua,Python,R",user defined functions,yes,Sharding,,yes,Immediate Consistency,yes,ACID,yes,yes,,"Access rights for users, groups and roles according to SQL-standard"
HEAVY.AI,"A high performance, column-oriented,RDBMS,, specifically developed to harness the massive parallelism of modern CPU and GPU hardware",Relational DBMS,,"Score,2.68,Rank,#123,Overall,#61,Relational DBMS","github.com/heavyai/heavydb,www.heavy.ai",docs.heavy.ai,"HEAVY.AI, Inc.",2016.0,,Open Source,Apache Version 2; enterprise edition available,no,,,Linux,yes,yes,no,no,yes,"JDBC,ODBC,Thrift,Vega","All languages supporting JDBC/ODBC/Thrift,Python",no,no,Sharding,Multi-source replication,no,Immediate Consistency,no,no,yes,yes,,fine grained access rights according to SQL-standard
Geode,"Geode is a distributed data container, pooling memory, CPU, network resources, and optionally local disk across multiple processes",Key-value store,,"Score,2.52,Rank,#124,Overall,#25,Key-value stores",geode.apache.org,geode.apache.org/docs,Originally developed by Gemstone. They outsourced the project to Apache in 2015 but still deliver a commercial version as Gemfire.,2002.0,,Open Source,Apache Version 2; commercial licenses available as Gemfire,no,,,All OS with a Java VM,schema-free,yes,no,no,SQL-like query language (OQL),"Java Client API,Memcached protocol,RESTful HTTP API",".Net,All JVM based languages,C++,Groovy,Java,Scala",user defined functions,yes,Sharding,Multi-source replication,no,Eventual Consistency,no,"yes, on a single node",yes,yes,,Access rights per client and object definable
Apache Druid,Open-source analytics data store designed for sub-second OLAP queries on high dimensionality and high cardinality data,"Relational DBMS,Time Series DBMS",,"Score,2.49,Rank,#125,Overall,#62,Relational DBMS,#8,Time Series DBMS",druid.apache.org,druid.apache.org/docs/latest/design,Apache Software Foundation and contributors,2012.0,,Open Source,Apache license v2,no,,,"Linux,OS X,Unix",yes,yes,no,yes,SQL for querying,"JDBC,RESTful HTTP/JSON API","Clojure,JavaScript,PHP,Python,R,Ruby,Scala",no,no,Sharding,"yes, via HDFS, S3 or other storage engines",no,Immediate Consistency,no,no,yes,yes,,RBAC using LDAP or Druid internals for users and groups for read/write by datasource and system
Amazon CloudSearch,A hosted search engine service by Amazon with the data stored in Amazons cloud,Search engine,,"Score,2.45,Rank,#126,Overall,#11,Search engines",aws.amazon.com/cloudsearch,docs.aws.amazon.com/cloudsearch,Amazon,2012.0,,commercial,,yes,,,hosted,yes,yes,,yes,no,HTTP API,,no,no,yes,yes,no,,no,no,yes,yes,,authentication via encrypted signatures
GraphDB,"Enterprise-ready RDF and graph database with efficient reasoning, cluster and external index synchronization support. It supports also SQL JDBC access to Knowledge Graph and GraphQL over SPARQL.","Graph DBMS,RDF store",,"Score,2.44,Rank,#127,Overall,#8,Graph DBMS,#5,RDF stores",www.ontotext.com,graphdb.ontotext.com/documentation,Ontotext,2000.0,,commercial,Some plugins of GraphDB Workbench are open sourced,no,,,"All OS with a Java VM,Linux,OS X,Windows",schema-free and OWL/RDFS-schema support; RDF shapes,yes,no,"yes, supports real-time synchronization and indexing in SOLR/Elastic search/Lucene and GeoSPARQL geometry data indexes",stored SPARQL accessed as SQL using Apache Calcite through JDBC/ODBC,"GeoSPARQL,GraphQL,GraphQL Federation,Java API,JDBC,RDF4J API,RDFS,RIO,Sail API,Sesame REST HTTP Protocol,SPARQL 1.1",".Net,C#,Clojure,Java,JavaScript (Node.js),PHP,Python,Ruby,Scala",well-defined plugin interfaces; JavaScript server-side extensibility,no,none,Multi-source replication,no,"Immediate Consistency, Eventual consistency (configurable in cluster mode per master or individual client request)",yes,ACID,yes,yes,,"Default Basic authentication through RDF4J client, or via Java when run with cURL, default token-based in the Workbench or via Rest API, optional access through OpenID or Kerberos single sign-on."
OpenTSDB,"Scalable Time Series DBMS based on,HBase",Time Series DBMS,,"Score,2.44,Rank,#128,Overall,#9,Time Series DBMS",opentsdb.net,opentsdb.net/docs/build/html/index.html,currently maintained by Yahoo and other contributors,2011.0,,Open Source,LGPL,no,,,"Linux,Windows",schema-free,"numeric data for metrics, strings for tags",no,no,no,"HTTP API,Telnet API","Erlang,Go,Java,Python,R,Ruby",no,no,Sharding,selectable replication factor,no,Immediate Consistency,no,no,yes,yes,,no
GridGain,"GridGain is an in-memory computing platform, built on,Apache Ignite","Key-value store,Relational DBMS",,"Score,2.41,Rank,#129,Overall,#26,Key-value stores,#63,Relational DBMS",www.gridgain.com,www.gridgain.com/docs/latest,"GridGain Systems, Inc.",2007.0,,commercial,,no,,,"Linux,OS X,Solaris,Windows",yes,yes,yes,yes,"ANSI-99 for query and DML statements, subset of DDL","HDFS API,Hibernate,JCache,JDBC,ODBC,Proprietary protocol,RESTful HTTP API,Spring Data","C#,C++,Java,PHP,Python,Ruby,Scala",yes (compute grid and cache interceptors can be used instead),yes (cache interceptors and events),Sharding,yes (replicated cache),yes (compute grid and hadoop accelerator),Immediate Consistency,no,ACID,yes,yes,,Security Hooks for custom implementations
TDengine,Time Series DBMS and big data platform,Time Series DBMS,,"Score,2.40,Rank,#130,Overall,#10,Time Series DBMS","github.com/taosdata/TDengine,tdengine.com",docs.tdengine.com,"TDEngine, previously Taos Data",2019.0,,Open Source,"GPL V3, also commercial editions available",no,,,"Linux,Windows",yes,yes,no,no,Standard SQL with extensions for time-series applications,"JDBC,RESTful HTTP API","C,C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Rust",no,"yes, via alarm monitoring",Sharding,yes,,,no,,yes,yes,,yes
MonetDB,A relational database management system that stores data in columns,Relational DBMS,,"Score,2.38,Rank,#131,Overall,#64,Relational DBMS",www.monetdb.org,www.monetdb.org/Documentation,MonetDB BV,2004.0,,Open Source,Mozilla Public License 2.0,no,,,"FreeBSD,Linux,OS X,Solaris,Windows",yes,yes,,yes,yes,"JDBC,native C library,ODBC","C,C++,Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby","yes, in SQL, C, R",yes,Sharding via remote tables,none,no,,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
