Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Datameer,,Document store,,"Score,1.77,Rank,#166,Overall,#28,Document stores",www.datameer.com,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Dgraph,"Distributed and scalable native,Graph DBMS",Graph DBMS,,"Score,1.76,Rank,#167,Overall,#14,Graph DBMS",dgraph.io,dgraph.io/docs,"Dgraph Labs, Inc.",2016.0,,Open Source,Apache 2.0,no,,Go,"Linux,OS X,Windows",schema-free,yes,no,yes,no,"GraphQL query language,gRPC (using protocol buffers) API,HTTP API","C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",no,no,yes,Synchronous replication via Raft,no,Immediate Consistency,no,ACID,yes,yes,,no
ObjectBox,"Extremely fast embedded database for small devices, IoT and Mobile",Object oriented DBMS,Time Series DBMS,"Score,1.73,Rank,#168,Overall,#7,Object oriented DBMS",objectbox.io,docs.objectbox.io,ObjectBox Limited,2017.0,,Open Source,Apache License 2.0,no,,C and C++,"Android,iOS,Linux,macOS,Windows",yes,yes,no,yes,no,Proprietary native API,"C,C++,Dart,Go,Java,JavaScript,Kotlin,Python,Swift",no,no,none,online/offline synchronization between client and server,no,Immediate Consistency,yes,ACID,yes,yes,no,yes
Oracle Rdb,,Relational DBMS,,"Score,1.72,Rank,#169,Overall,#79,Relational DBMS",www.oracle.com/technetwork/database/database-technologies/rdb/overview/index.html,,"Oracle, originally developed by Digital Equipment Corporation (DEC)",1984.0,"7.4.1.1, 2021",commercial,,no,,,HP Open VMS,"Flexible Schema (defined schema, partial schema, schema free)",yes,no,yes,yes,,,,,,,no,Immediate Consistency,yes,"yes, on a single node",yes,yes,no,
DataEase,,Relational DBMS,,"Score,1.71,Rank,#170,Overall,#80,Relational DBMS",www.dataease.com,,,1981.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
GT.M,,Key-value store,,"Score,1.71,Rank,#171,Overall,#28,Key-value stores",sourceforge.net/projects/fis-gtm,,,1986.0,"7.0-000, February 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Apache HAWQ,HAWQ is a parallel SQL query engine integrated into the Hadoop ecosystem,Relational DBMS,,"Score,1.66,Rank,#172,Overall,#81,Relational DBMS",hawq.apache.org,hawq.apache.org/docs/userguide/latest,Pivotal Software; Apache,2012.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
FoundationDB,Ordered key-value store. Core features are complimented by layers.,"Document store,Key-value store,Relational DBMS",,"Score,1.65,Rank,#173,Overall,#29,Document stores,#29,Key-value stores,#82,Relational DBMS",github.com/apple/foundationdb,apple.github.io/foundationdb,FoundationDB,2013.0,"6.2.28, November 2020",Open Source,Apache 2.0,no,,C++,"Linux,OS X,Windows",schema-free,no,,no,supported in specific SQL layer only,,".Net,C,C++,Go,Java,JavaScript,PHP,Python,Ruby,Swift",in SQL-layer only,no,Sharding,yes,no,Linearizable consistency,in SQL-layer only,ACID,yes,yes,,no
MatrixOne,"A Hyperconverged Cloud & Edge Native DBMS, supporting transactional, analytical, and streaming workloads with a simplified and distributed database engine, across multiple data centers, clouds, edges and other heterogenous infrastructures.",Relational DBMS,,"Score,1.64,Rank,#174,Overall,#83,Relational DBMS",www.matrixorigin.io,docs.matrixorigin.io,,2021.0,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Apache Kylin,"A distributed analytics engine for big data, providing a SQL interface and multi-dimensional analysis (OLAP) and leveraging the Hadoop stack",Relational DBMS,,"Score,1.64,Rank,#175,Overall,#84,Relational DBMS",kylin.apache.org,kylin.apache.org/docs,"Apache Software Foundation, originally contributed from eBay Inc",2015.0,"3.1.0, July 2020",Open Source,Apache Version 2.0,no,,Java,Linux,yes,yes,no,yes,ANSI SQL for queries (using Apache Calcite),"JDBC,ODBC,RESTful HTTP API",,,,,,yes,Immediate Consistency,,,yes,yes,no,
mSQL,"mSQL (Mini SQL) is a simple and lightweight,RDBMS",Relational DBMS,,"Score,1.64,Rank,#176,Overall,#85,Relational DBMS",hughestech.com.au/products/msql,,Hughes Technologies,1994.0,"4.4, October 2021",commercial,free licenses can be provided,no,,C,"AIX,HP-UX,Linux,OS X,Solaris SPARC/x86,Windows",yes,yes,no,yes,A subset of ANSI SQL is implemented,"JDBC,ODBC","C,C++,Delphi,Java,Perl,PHP,Tcl",no,no,none,none,no,none,no,no,no,yes,no,no
Altibase,"An enterprise grade, high-performance,RDBMS",Relational DBMS,,"Score,1.64,Rank,#177,Overall,#86,Relational DBMS",altibase.com,github.com/ALTIBASE/Documents/tree/master/Manuals,Altibase,1999.0,"v7.1.0.5.3, March 2021",commercial,Open source edition discontinued with March 2023,no,,C++,"AIX,HP-UX,Linux",yes,yes,no,yes,ANSI SQL-92,"JDBC,ODBC,Proprietary protocol","C,C++,Java",stored procedures and stored functions,yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
SQL.JS,"Port of,SQLite,to JavaScript",Relational DBMS,,"Score,1.62,Rank,#178,Overall,#87,Relational DBMS",sql.js.org,sql.js.org/documentation/index.html,Alon Zakai,2012.0,,Open Source,,no,,JavaScript,"server-less, requires a JavaScript environment (browser, Node.js)",yes,yes,no,,yes,JavaScript API,JavaScript,no,no,none,none,no,none,yes,ACID,,no,yes,no
EventStoreDB,"Industrial-strength, open-source database solution built from the ground up for event sourcing.",Event Store,,"Score,1.60,Rank,#179,Overall,#1,Event Stores",www.eventstore.com,developers.eventstore.com,Event Store Limited,2012.0,"21.2, February 2021",Open Source,,no,,,"Linux,Windows",,,,,,,,,,,,,,,,,,,
GigaSpaces,"High performance in-memory data grid platform, powering three products: Smart Cache, Smart ODS (Operational Data Store), Smart Augmented Transactions","Document store,Object oriented DBMS","Graph DBMS,Search engine","Score,1.59,Rank,#180,Overall,#30,Document stores,#8,Object oriented DBMS",www.gigaspaces.com,docs.gigaspaces.com/latest/landing.html,Gigaspaces Technologies,2000.0,"15.5, September 2020",Open Source,Apache Version 2; Commercial licenses available,no,,"Java, C++, .Net","Linux,macOS,Solaris,Windows",schema-free,yes,no,yes,SQL-99 for query and DML statements,"GigaSpaces LRMI,Hibernate,JCache,JDBC,JPA,ODBC,RESTful HTTP API,Spring Data",".Net,C++,Java,Python,Scala",yes,"yes, event driven architecture",Sharding,"Multi-source replication,Source-replica replication",yes,Immediate Consistency,no,ACID,yes,yes,yes,Role-based access control
Sedna,,Native XML DBMS,,"Score,1.58,Rank,#181,Overall,#5,Native XML DBMS",sourceforge.net/projects/sedna,,,2006.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Infobright,High performant column-oriented DBMS for analytic workloads using MySQL or PostgreSQL as a frontend,Relational DBMS,,"Score,1.57,Rank,#182,Overall,#88,Relational DBMS",ignitetech.com/softwarelibrary/infobrightdb,,Ignite Technologies Inc.; formerly InfoBright Inc.,2005.0,,commercial,The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016,no,,C,"Linux,Windows",yes,yes,no,no,yes,"ADO.NET,JDBC,ODBC",".Net,C,C#,C++,D,Eiffel,Erlang,Haskell,Java,Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",no,no,none,Source-replica replication,no,Immediate Consistency,no,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Giraph,,Graph DBMS,,"Score,1.56,Rank,#183,Overall,#15,Graph DBMS",giraph.apache.org,,,2013.0,"1.3.0, June 2020",Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
ZODB,Native object database for Python,Key-value store,,"Score,1.54,Rank,#184,Overall,#30,Key-value stores",zodb.org,,,2009.0,"5.6.0, June 2020",Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
PlanetScale,"Scalable, distributed, serverless,MySQL,database platform built on top of,Vitess",Relational DBMS,"Document store,Spatial DBMS","Score,1.51,Rank,#185,Overall,#89,Relational DBMS",planetscale.com,planetscale.com/docs,PlanetScale,2020.0,,commercial,,yes,,Go,"Docker,Linux,macOS",yes,yes,,yes,yes,"ADO.NET,JDBC,MySQL protocol,ODBC","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,Sharding,"Multi-source replication,Source-replica replication",no,"Eventual Consistency across shards,Immediate Consistency within a shard",yes,ACID at shard level,yes,yes,yes,Users with fine-grained authorization concept
openGauss,"An enterprise-class,RDBMS,compatible with high-performance, high-availability and high-performance originally developed by Huawei",Relational DBMS,"Document store,Spatial DBMS","Score,1.49,Rank,#186,Overall,#90,Relational DBMS","gitee.com/opengauss,opengauss.org","gitee.com/opengauss/docs,opengauss.org/en/docs/latest/docs/BriefTutorial/BriefTutorial.html",Huawei and openGauss community,2019.0,"3.0, March 2022",Open Source,,no,,"C, C++, Java",Linux,yes,yes,no,yes,ANSI SQL 2011,"JDBC,ODBC","C,C++,Java",yes,yes,"horizontal partitioning (by range, list and hash)",Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,"Access rights for users, groups and roles according to SQL-standard"
Perst,,Object oriented DBMS,,"Score,1.48,Rank,#187,Overall,#9,Object oriented DBMS",www.mcobject.com/perst,,,2003.0,,Open Source,commercial license available,no,,,,,,,,,,,,,,,,,,,,,,
NuoDB,NuoDB is a webscale distributed database that supports SQL and ACID transactions,Relational DBMS,,"Score,1.47,Rank,#188,Overall,#91,Relational DBMS",nuodb.com,doc.nuodb.com,"NuoDB, Inc.",2013.0,,commercial,limited edition free,no,,C++,"hosted,Linux,OS X,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC",".Net,C,C++,Go,Java,JavaScript,JavaScript (Node.js),PHP,Python,Ruby","Java, SQL",yes,data is dynamically stored/cached on the nodes where it is read/written,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,"Standard SQL roles/ privileges, Administrative Users"
Northgate Reality,,Multivalue DBMS,,"Score,1.46,Rank,#189,Overall,#4,Multivalue DBMS",reality.necsws.com,,,1973.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
HFSQL,"RDBMS included in the development environments WINDEV, WINDEV Mobile and WEBDEV",Relational DBMS,,"Score,1.46,Rank,#190,Overall,#92,Relational DBMS",windev.com/pcsoft/hfsql.htm,,PC Soft,,,commercial,,no,,,"Android,iOS,Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
Model 204,,Multivalue DBMS,,"Score,1.45,Rank,#191,Overall,#5,Multivalue DBMS",www.rocketsoftware.com/products/rocket-m204,,,1972.0,,commercial,,no,,,"HP Open VMS,z/OS",,,,,,,,,,,,,,,,,,,
Dolt,"A,MySQL,compatible,DBMS,with Git-like versioning of data and schema",Relational DBMS,Document store,"Score,1.43,Rank,#192,Overall,#93,Relational DBMS","github.com/dolthub/dolt,www.dolthub.com",docs.dolthub.com,DoltHub Inc,2018.0,,Open Source,Apache Version 2.0,no,,Go,"Linux,macOS,Windows",yes,yes,no,yes,yes,"CLI Client,HTTP REST","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,none,A database can be cloned to multiple locations and be used there in isolation. Data/schema changes can be pushed/pulled explicitly between locations.,no,,yes,ACID,yes,yes,,"Only one user is configurable, and must be specified in the config file at startup"
NCache,"Open-Source and Enterprise in-memory,Key-Value Store",Key-value store,"Document store,Search engine","Score,1.41,Rank,#193,Overall,#31,Key-value stores",www.alachisoft.com/ncache,www.alachisoft.com/resources/docs,Alachisoft,2005.0,"5.3, September 2022",Open Source,Enterprise Edition available,no,,"C#, .NET, .NET Core, Java","Linux,Windows",schema-free,partial,no,yes,SQL-like query syntax and LINQ for searching the cache. Cache Synchronization with SQL Server using SQL dependency.,"IDistributedCache,JCache,LINQ,Proprietary native API",".Net,.Net Core,C#,Java,JavaScript (Node.js),Python,Scala",no,yes,yes,"yes, with selectable consistency level",yes,"Eventual Consistency,Immediate Consistency,Strong Eventual Consistency over WAN with Conflict Resolution using Bridge Topology",no,optimistic locking and pessimistic locking,yes,yes,yes,"Authentication to access the cache via Active Directory/LDAP (possible roles: user, administrator)"
Xapian,Open Source search engine library,Search engine,,"Score,1.41,Rank,#194,Overall,#13,Search engines",xapian.org,xapian.org/docs,,1986.0,"1.4.22, February 2023",Open Source,GPLv2,no,,C++,,,,,,,,,,,,,,,,,,,,
VictoriaMetrics,"A fast, cost-effective and scalable,Time Series DBMS,and monitoring solution",Time Series DBMS,,"Score,1.38,Rank,#195,Overall,#14,Time Series DBMS",victoriametrics.com,"docs.victoriametrics.com,github.com/VictoriaMetrics/VictoriaMetrics/wiki",VictoriaMetrics,2018.0,"v1.89, March 2023",Open Source,Apache Version 2.0,no,,Go,"FreeBSD,Linux,macOS,OpenBSD",,,no,,no,"Graphite protocol,InfluxDB Line Protocol,OpenTSDB,Prometheus Query API,Prometheus Remote Read/Write",,no,no,,Synchronous replication,no,Eventual Consistency,no,no,yes,yes,no,
Hibari,,Key-value store,,"Score,1.36,Rank,#196,Overall,#32,Key-value stores",github.com/hibari/hibari,hibari.github.io/hibari-doc,,2005.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
GBase,An analytical database for business intelligence with large customers in China.,Relational DBMS,,"Score,1.36,Rank,#197,Overall,#94,Relational DBMS",www.gbase8a.com,,,,GBase 8a,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
AllegroGraph,"High performance, persistent RDF store with additional support for Graph DBMS","Document store,Graph DBMS,RDF store",Spatial DBMS,"Score,1.36,Rank,#198,Overall,#31,Document stores,#16,Graph DBMS,#7,RDF stores",allegrograph.com,franz.com/agraph/support/documentation/current/agraph-introduction.html,Franz Inc.,2004.0,"7.3.1, December 2022",commercial,Limited community edition free,no,,,"Linux,OS X,Windows",yes,yes,no,yes,SPARQL is used as query language,"RESTful HTTP API,SPARQL","C#,Clojure,Java,Lisp,Perl,Python,Ruby,Scala",yes,yes,with Federation,"Multi-source replication,Source-replica replication",no,Immediate Consistency or Eventual Consistency depending on configuration,no,ACID,yes,yes,no,"Users with fine-grained authorization concept, user roles and pluggable authentication"
solidDB,,Relational DBMS,,"Score,1.35,Rank,#199,Overall,#95,Relational DBMS",teamblue.unicomsi.com/products/soliddb,,"Unicom Systems, Inc; IBM",1992.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
D3,,Multivalue DBMS,,"Score,1.34,Rank,#200,Overall,#6,Multivalue DBMS",www.rocketsoftware.com/products/rocket-d3,,,1999.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Meilisearch,"A powerful, fast, open-source and highly customizable,Search Engine",Search engine,,"Score,1.33,Rank,#201,Overall,#14,Search engines","github.com/meilisearch/meilisearch,www.meilisearch.com",docs.meilisearch.com,,2020.0,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
1010data,,Relational DBMS,,"Score,1.31,Rank,#202,Overall,#96,Relational DBMS",www.1010data.com,,,2000.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
TypeDB,TypeDB is a strongly-typed database with a rich and logical type system and TypeQL as its query language,"Graph DBMS,Relational DBMS",,"Score,1.31,Rank,#203,Overall,#17,Graph DBMS,#97,Relational DBMS",vaticle.com,docs.vaticle.com,Vaticle (formerly Grakn Labs),2016.0,"2.17.0, April 2023",Open Source,"GPL Version 3, commercial licenses available",no,,Java,"Linux,OS X,Windows",yes,yes,no,yes,no,"gRPC protocol,TypeDB Console (shell),TypeDB Studio (Visualisation software- previously TypeDB Workbase)","All JVM based languages,Groovy,Java,JavaScript (Node.js),Python,Scala",no,no,Sharding,Multi-source replication,yes,Immediate Consistency,no,ACID,yes,yes,no,yes
IDMS,,Navigational DBMS,,"Score,1.31,Rank,#204,Overall,#2,Navigational DBMS",www.ca.com/us/products/ca-idms.html,,,1973.0,18.5,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Milvus,A DBMS designed for efficient storage of vector data and vector similarity searches,Vector DBMS,,"Score,1.31,Rank,#205,Overall,#4,Vector DBMS",milvus.io,milvus.io/docs/overview.md,,2019.0,"2.2, November 2022",Open Source,Apache Version 2.0,no,"Zilliz Cloud,– Cloud-native service for Milvus","C++, Go","Linux,macOS,Windows",,"Vector, Numeric and String",no,no,no,RESTful HTTP API,"C++,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,,no,"Bounded Staleness,Eventual Consistency,Immediate Consistency,Session Consistency,Tunable Consistency",no,no,yes,yes,no,no
HPE Ezmeral Data Fabric,"A unified data platform to ingest, store, manage, process, apply, and analyze all data types from any data source, and a variety of different ingestion mechanisms at an exabyte scale","Document store,Wide column store",,"Score,1.29,Rank,#206,Overall,#32,Document stores,#9,Wide column stores",www.hpe.com/us/en/software/data-fabric.html,docs.datafabric.hpe.com/home,"HPE, MapR Technologies, Inc",2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Amazon Timestream,"Fast, scalable, fully managed time series database service for IoT and operational applications",Time Series DBMS,,"Score,1.29,Rank,#207,Overall,#15,Time Series DBMS",aws.amazon.com/timestream,,,2018.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Actian Vector,,Relational DBMS,,"Score,1.25,Rank,#208,Overall,#98,Relational DBMS",www.actian.com/analytic-database/vector-analytic-database,,,,"Vector 5.0, July 2016",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
WebSphere eXtreme Scale,An elastic highly scalable in-memory data grid,Key-value store,,"Score,1.25,Rank,#209,Overall,#33,Key-value stores",www.ibm.com/products/ibm-websphere-extreme-scale,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,yes,
RDF4J,"RDF4J is a Java framework for processing RDF data, supporting both memory-based and a disk-based storage.",RDF store,,"Score,1.25,Rank,#210,Overall,#8,RDF stores",rdf4j.org,rdf4j.org/documentation,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.",2004.0,,Open Source,"Eclipse Distribution License (EDL), v1.0.",no,,Java,"Linux,OS X,Unix,Windows",yes,yes,,yes,no,"Java API,RIO,Sail API,SeRQL,Sesame REST HTTP Protocol,SPARQL","Java,PHP,Python",yes,yes,none,none,no,,,ACID,yes,yes,,no
Vitess,"Scalable, distributed, cloud-native DBMS, extending,MySQL",Relational DBMS,"Document store,Spatial DBMS","Score,1.24,Rank,#211,Overall,#99,Relational DBMS",vitess.io,vitess.io/docs,"The Linux Foundation, PlanetScale",2013.0,"15.0.2, December 2022",Open Source,"Apache Version 2.0, commercial licenses available",no,"PlanetScale,: The easiest way to deploy Vitess in the cloud. Get the scalability of Vitess without all the work. Start your fully managed database with PlanetScale today.",Go,"Docker,Linux,macOS",yes,yes,,yes,yes,"ADO.NET,JDBC,MySQL protocol,ODBC","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,Sharding,"Multi-source replication,Source-replica replication",no,"Eventual Consistency across shards,Immediate Consistency within a shard",yes,ACID at shard level,yes,yes,yes,Users with fine-grained authorization concept
DBISAM,RDBMS mainly geared to Delphi and C++Builder application developers,Relational DBMS,,"Score,1.23,Rank,#212,Overall,#100,Relational DBMS",www.elevatesoft.com/products?category=dbisam,,"Elevate Software, Inc.",1998.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
OpenBase,,Relational DBMS,,"Score,1.22,Rank,#213,Overall,#101,Relational DBMS",openbase.com,,,1991.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
TDSQL for MySQL,"A high-performance distributed database management system with features such as automatic sharding, intelligent operation and maintenance, elastic scalability without downtime, and enterprise-grade security. It is highly compatible with MySQL.",Relational DBMS,"Document store,Spatial DBMS","Score,1.18,Rank,#214,Overall,#102,Relational DBMS",intl.cloud.tencent.com/product/dcdb,intl.cloud.tencent.com/product/dcdb#m_developer,Tencent,2013.0,,commercial,,yes,,,hosted,yes,yes,no,yes,yes,"JDBC,ODBC","C,C#,C++,Java,PHP,Python,Ruby",yes,yes,Automatic sharding,"Multi-source replication,Source-replica replication",no,Immediate Consistency,no,ACID,yes,yes,no,Users with fine-grained authorization concept
M3DB,A distributed time series database created for Uber,Time Series DBMS,,"Score,1.16,Rank,#215,Overall,#16,Time Series DBMS",m3db.io,m3db.io/docs,,,,Open Source,Apache version 2,no,"Aiven for M3,: Fully managed distributed time series database, deployable in the cloud of your choice.",,,,,,,,,,,,,,,,,,,,,
GeoMesa,GeoMesa is a distributed spatio-temporal DBMS based on various systems as storage layer.,Spatial DBMS,,"Score,1.15,Rank,#216,Overall,#4,Spatial DBMS",www.geomesa.org,www.geomesa.org/documentation/stable/user/index.html,CCRi and others,2014.0,"4.0.1, April 2023",Open Source,Apache License 2.0,no,,Scala,,yes,yes,no,yes,no,,,no,no,depending on storage layer,depending on storage layer,yes,depending on storage layer,no,no,yes,yes,depending on storage layer,yes
Blazegraph,"High-performance graph database supporting Semantic Web (RDF/SPARQL) and Graph Database (tinkerpop3, blueprints, vertex-centric) APIs with scale-out and High Availability.","Graph DBMS,RDF store",,"Score,1.15,Rank,#217,Overall,#18,Graph DBMS,#9,RDF stores",blazegraph.com,wiki.blazegraph.com,Blazegraph,2006.0,"2.1.5, March 2019",Open Source,extended commercial license available,no,,Java,"Linux,OS X,Windows",schema-free,yes,,yes,SPARQL is used as query language,"Java API,RESTful HTTP API,SPARQL QUERY,SPARQL UPDATE,TinkerPop 3",".Net,C,C++,Java,JavaScript,PHP,Python,Ruby",yes,no,Sharding,yes,no,Immediate Consistency or Eventual Consistency depending on configuration,yes,ACID,yes,yes,,"Security and Authentication via Web Application Container (Tomcat, Jetty)"
StarRocks,"An open source, high-performance columnar analytical database that enables real-time, multi-dimensional, and highly concurrent data analytics",Relational DBMS,,"Score,1.12,Rank,#218,Overall,#103,Relational DBMS",www.starrocks.io,docs.starrocks.io/en-us/latest/introduction/StarRocks_intro,The Linux Foundation,2020.0,"2.5.3, March 2023",Open Source,Apache Version 2.0,no,"CelerData Cloud,– Realtime-analytics delivered at the push of a button","C++, Java",Linux,yes,yes,no,yes,yes,"JDBC,MySQL protocol",Java,user defined functions,no,horizontal partitioning (by range and hash),,no,Immediate Consistency,no,no,yes,yes,no,Role based access control and fine grained access rights
eXist-db,,Native XML DBMS,,"Score,1.12,Rank,#219,Overall,#6,Native XML DBMS",exist-db.org,,,2000.0,,Open Source,L-GPL,no,,,,,,,,,,,,,,,,,,,,,,
Kognitio,,Relational DBMS,,"Score,1.11,Rank,#220,Overall,#104,Relational DBMS",kognitio.com,kognitio.com/documentation/latest,,1992.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
NexusDB,,Relational DBMS,,"Score,1.09,Rank,#221,Overall,#105,Relational DBMS",www.nexusdb.com,,,2003.0,"4.50.26, February 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
SciDB,DBMS built upon a multi-dimensional array data model,Multivalue DBMS,,"Score,1.09,Rank,#222,Overall,#7,Multivalue DBMS",www.paradigm4.com,paradigm4.atlassian.net/wiki/spaces/scidb/overview,Paradigm4,2008.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Weaviate,"A cloud-native, realtime vector search engine integrating scalable machine learning models",Vector DBMS,,"Score,1.08,Rank,#223,Overall,#5,Vector DBMS","github.com/semi-technologies/weaviate,weaviate.io",weaviate.io/developers/weaviate/current,Weaviate B.V.,2019.0,"1.17, December 2022",Open Source,commercial license available with Weaviate Enterprise,no,,Go,,"yes, maps to GraphQL interface",yes,no,yes,GraphQL is used as query language,"GraphQL query language,RESTful HTTP/JSON API",,no,no,Sharding,yes,no,Eventual Consistency,no,no,yes,yes,no,OpenID Connect Discovery
ObjectDB,,Object oriented DBMS,,"Score,1.06,Rank,#224,Overall,#10,Object oriented DBMS",www.objectdb.com,,,2010.0,"2.8.8, October 2022",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
MapDB,,Key-value store,,"Score,1.04,Rank,#225,Overall,#34,Key-value stores",mapdb.org,,,2002.0,,Open Source,Apache Version 2,no,,Java,,,,,,,,,,,,,,,,,,,,
Amazon Keyspaces,"A scalable, highly available,Cassandra,–compatible database service",Wide column store,,"Score,1.04,Rank,#226,Overall,#10,Wide column stores",aws.amazon.com/keyspaces,aws.amazon.com/keyspaces/resources,Amazon,2019.0,,commercial,,yes,,,hosted,,,,,,,,,,,,,,,,,,,
BigchainDB,"BigchainDB is scalable blockchain database offering decentralization, immutability and native assets",Document store,,"Score,1.03,Rank,#227,Overall,#33,Document stores",www.bigchaindb.com,bigchaindb.readthedocs.io/en/latest,,2016.0,,Open Source,AGPL v3,no,,Python,Linux,schema-free,no,no,,no,"CLI Client,RESTful HTTP API","Go,Haskell,Java,JavaScript,Python,Ruby",,,Sharding,selectable replication factor,no,,no,,yes,"yes,with,MongoDB,ord,RethinkDB",,yes
Yellowbrick,Data Warehouse appliance and cloud service,Relational DBMS,,"Score,1.00,Rank,#228,Overall,#106,Relational DBMS",www.yellowbrick.com,www.yellowbrick.com/resources,Yellowbrick Data,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
OpenInsight,Development Environment with included multi-value filing system,Multivalue DBMS,,"Score,1.00,Rank,#229,Overall,#8,Multivalue DBMS",www.revelation.com/index.php/products/openinsight,,,1992.0,"10.0.1, April 2018",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
BoltDB,"An embedded,key-value store,for Go.",Key-value store,,"Score,0.99,Rank,#230,Overall,#35,Key-value stores",github.com/boltdb/bolt,,,2013.0,,Open Source,MIT License,no,,Go,"BSD,Linux,OS X,Solaris,Windows",schema-free,no,no,no,no,,Go,no,no,none,none,no,none,no,yes,yes,yes,no,no
Rockset,"A scalable, reliable search and analytics service in the cloud, built on,RocksDB",Document store,"Relational DBMS,Search engine","Score,0.98,Rank,#231,Overall,#34,Document stores",rockset.com,docs.rockset.com,Rockset,2019.0,,commercial,,yes,,C++,hosted,schema-free,dynamic typing,no,all fields are automatically indexed,"Read-only SQL queries, including JOINs",HTTP REST,"Go,Java,JavaScript (Node.js),Python",no,no,Automatic sharding,yes,no,Eventual Consistency,no,no,yes,yes,,Access rights for users and organizations can be defined via Rockset console
atoti,"An in-memory,DBMS,combining transactional and analytical processing to handle the aggregation of ever-changing data.",Object oriented DBMS,,"Score,0.98,Rank,#232,Overall,#11,Object oriented DBMS",www.atoti.io,,ActiveViam,,,commercial,free versions available,no,,Java,,,,,,Multidimensional Expressions (MDX),,,Python,,"Sharding, horizontal partitioning",,no,,,,"yes, multi-version concurrency control (MVCC)",,yes,
ScaleArc,"A layer on top of standard MySQL, SQL Server or Oracle instances for data distribution and sharding",Relational DBMS,,"Score,0.96,Rank,#233,Overall,#107,Relational DBMS",www.devgraph.com/scalearc,support.scalearc.com,"DevFactory, formerly Ignite",2009.0,,commercial,limited edition free,no,,,,,,,,,,,,,,,,,,,,,,
